x_x,x_y,x_t,x_g,x_p,x_e,x_d_x,x_d_y,x_d_t,x_d_g,x_d_p,x_d_e,u_e,u_p,u_a_e,u_a_p,t
0.35,0.35,0.0,0.5,0.0,0.0,0.35226819349951377,0.349334493897513,-0.2853981633974483,0.7853981633974483,0.0,0.39269908169872414,0.0,0.0,0.0,0.0,0.0
238.5351666156384,-130.85159986987676,0.020256670128192815,0.49903870224994484,-0.005485558678632211,0.5011227063979126,0.35453638699902756,0.348668987795026,-0.2853981633974483,0.7853981633974483,0.0,0.39269908169872414,-0.09003264965771073,-0.7853981633974483,-0.0045016324828855364,-0.039269908169872414,0.05
238.53715562469958,-130.85153186418245,0.032993233563017074,0.49925580973211486,-0.061491023765534655,0.4982982879787614,0.35680458049854136,0.348003481692539,-0.2853981633974483,0.7853981633974483,0.0,0.39269908169872414,-0.08768731325410199,-0.7853981633974483,-0.008885998145590636,-0.07853981633974483,0.1
238.53914905427774,-130.85143435962607,0.04292639689210447,0.4978861281689799,-0.1281398620241618,0.49593319142473447,0.35907277399805515,0.347337975590052,-0.2853981633974483,0.7853981633974483,0.0,0.39269908169872414,-0.08572338786379945,-0.7853981633974483,-0.013172167538780609,-0.11780972450961724,0.15000000000000002
238.5411451535614,-130.8513168212471,0.05242220475695888,0.4951519618773861,-0.1949629973882108,0.49373410104956583,0.36134096749756894,0.34667246948756497,-0.2853981633974483,0.7853981633974483,0.0,0.39269908169872414,-0.08389731043959872,-0.7853981633974483,-0.017367033060760546,-0.15707963267948966,0.2
238.54314248345733,-130.85118082135983,0.0620364994866926,0.4914935174309856,-0.2533147956578875,0.49164605926636495,0.36360916099708274,0.34600696338507797,-0.2853981633974483,0.7853981633974483,0.0,0.39269908169872414,-0.08216344538150688,-0.7853981633974483,-0.021475205329835892,-0.19634954084936207,0.25
238.5451396429118,-130.85102575159547,0.07169207039487652,0.48741439407945547,-0.30011635805961123,0.48965202428346977,0.36587735449659653,0.34534145728259097,-0.2853981633974483,0.7853981633974483,0.0,0.39269908169872414,-0.08050764155168376,-0.7853981633974483,-0.025500587407420082,-0.23561944901923448,0.30000000000000004
238.54713567739344,-130.85085109689484,0.08121804184287489,0.4832565386065999,-0.3367038578685318,0.487743581632137,0.3681455479961103,0.34467595118010397,-0.2853981633974483,0.7853981633974483,0.0,0.39269908169872414,-0.0789229117559775,-0.7853981633974483,-0.02944673299521896,-0.2748893571891069,0.35000000000000003
238.54913011190155,-130.85065691937166,0.09052863800694892,0.47916881707521297,-0.36596376767849087,0.48591502007054965,0.3704137414956241,0.34401044507761697,-0.2853981633974483,0.7853981633974483,0.0,0.39269908169872414,-0.0774045135018267,-0.7853981633974483,-0.033316958670310294,-0.3141592653589793,0.4
238.5511227729488,-130.85044364821258,0.09962397401470084,0.4751759718376869,-0.3905616038121338,0.4841621812646455,0.3726819349951379,0.34334493897512997,-0.2853981633974483,0.7853981633974483,0.0,0.39269908169872414,-0.07594899379792228,-0.7853981633974483,-0.03711440836020641,-0.3534291735288517,0.45
238.55311362199967,-130.85021181003475,0.1085502479812564,0.4712464946932151,-0.4124262387231934,0.4824820698220248,0.3749501284946517,0.34267943287264296,-0.2853981633974483,0.7853981633974483,0.0,0.39269908169872414,-0.07455386533473858,-0.7853981633974483,-0.040842101626943336,-0.39269908169872414,0.5
238.55510265897175,-130.84996187113686,0.11736944426125087,0.4673319422354608,-0.4328105758268151,0.4808725305790033,0.3772183219941655,0.34201392677015596,-0.2853981633974483,0.7853981633974483,0.0,0.39269908169872414,-0.07321733851063239,-0.7853981633974483,-0.04450296855247496,-0.43196898986859655,0.55
238.55708987825022,-130.84969417472522,0.1261437664494611,0.4633843876082993,-0.45248618082112835,0.479331974156971,0.3794865154936793,0.34134842066766896,-0.2853981633974483,0.7853981633974483,0.0,0.39269908169872414,-0.07193809353973621,-0.7853981633974483,-0.04809987322946177,-0.47123889803846897,0.6000000000000001
238.55907525227573,-130.8494089290775,0.13492940307710188,0.4593624207962432,-0.47191427043059897,0.4778591756486997,0.3817547089931931,0.34068291456518196,-0.2853981633974483,0.7853981633974483,0.0,0.39269908169872414,-0.07071511328539146,-0.7853981633974483,-0.05163562889373134,-0.5105088062083414,0.65
238.56105872724365,-130.8491062172654,0.14377487014852955,0.4552322053637529,-0.49136441258539176,0.47645314167622926,0.3840229024927069,0.34001740846269496,-0.2853981633974483,0.7853981633974483,0.0,0.39269908169872414,-0.06954757286787198,-0.7853981633974483,-0.05511300753712494,-0.5497787143782138,0.7000000000000001
238.56304022338546,-130.84878601372603,0.15272126652427662,0.45096674403383197,-0.5109899930289017,0.47511302884115725,0.38629109599222067,0.33935190236020796,-0.2853981633974483,0.7853981633974483,0.0,0.39269908169872414,-0.06843477194725542,-0.7853981633974483,-0.05853474613448771,-0.5890486225480862,0.75
238.5650196365988,-130.84844820137914,0.1618031818643338,0.4465446844955992,-0.5308744998238429,0.47383809719073133,0.38855928949173446,0.33868639625772096,-0.2853981633974483,0.7853981633974483,0.0,0.39269908169872414,-0.0673760960826661,-0.7853981633974483,-0.061903550938621016,-0.6283185307179586,0.8
238.56699684017477,-130.84809258699383,0.17104972113035502,0.4419491620123291,-0.551059538107652,0.4726276865286616,0.39082748299124825,0.33802089015523396,-0.2853981633974483,0.7853981633974483,0.0,0.39269908169872414,-0.0663709970612819,-0.7853981633974483,-0.06522210079168511,-0.667588438887831,0.8500000000000001
238.56897168620873,-130.84771891423054,0.18048544363667074,0.43716682796623096,-0.571561740346466,0.4714812073922075,0.39309567649076205,0.33735538405274695,-0.2853981633974483,0.7853981633974483,0.0,0.39269908169872414,-0.06541898540590121,-0.7853981633974483,-0.06849305006198017,-0.7068583470577035,0.9
238.57094400660978,-130.84732687444944,0.19013115787661286,0.4321870814156471,-0.5923829890391903,0.47039814142293085,0.39536386999027584,0.33668987795025995,-0.2853981633974483,0.7853981633974483,0.0,0.39269908169872414,-0.06451963068280825,-0.7853981633974483,-0.07171903159612059,-0.7461282552275759,0.9500000000000001
238.57291361374007,-130.8469161155897,0.2000045700834692,0.42700147757931883,-0.6135166094414055,0.46937804777462244,0.39763206348978963,0.33602437184777295,-0.2853981633974483,0.7853981633974483,0.0,0.39269908169872414,-0.06367256682277762,-0.7853981633974483,-0.07490265993725946,-0.7853981633974483,1.0
